zipcode,average_agi,n_returns
39347,42910,560
39348,25016,240
39350,42926,9880
39352,32287,320
39354,38948,680
39355,44697,2650
39356,42956,250
39358,34849,590
39359,61117,230
39360,35368,1450
39361,38067,520
39362,37578,990
39363,36503,610
39364,37260,1240
39365,44166,2860
39366,29184,530
39367,46711,6010
39401,34669,16230
39402,75245,17320
39421,34164,1280
39422,45297,2180
39423,36156,930
39425,41866,600
39426,54414,6290
39427,39536,440
39428,38042,3800
39429,46538,6160
39437,50785,4820
39439,34415,1800
39440,38278,7470
39443,49321,8750
39451,52871,1540
39452,52315,10240
39455,43524,3190
39456,43509,530
39459,47874,1370
39461,59933,210
39462,39257,490
39464,47220,870
39465,53352,9090
39466,44417,10320
39470,48881,4390
39474,35124,2290
39475,56018,5110
39476,47235,2790
39477,40321,330
39478,47131,700
39479,48013,2250
39480,46742,1070
39481,49217,690
39482,60086,4050
39483,44242,2090
39501,30038,8310
39503,48709,21100
39507,51334,7870
39520,47280,5310
39525,68097,4230
39530,36160,3540
39531,47309,7790
39532,52777,14220
39534,18284,840
39540,46621,5550
39553,49177,7230
39556,47850,2830
39560,53020,7860
39561,43091,730
39562,52350,6350
39563,38016,5240
39564,64921,17570
39565,55037,8160
39567,58062,3900
39571,63272,5960
39572,40176,460
39573,50428,3090
39574,46024,5480
39576,49799,2450
39577,44487,3790
39581,40438,4740
39601,48335,8710
39629,52724,2350
39630,31577,360
39631,39186,1260
39633,37087,330
39638,36585,1220
39641,46209,1580
39643,40079,490
39645,47552,1840
39647,48976,420
39648,36242,7950
39652,35613,2890
39653,53446,1090
39654,45082,2190
39656,39284,330
39657,44104,910
39661,39250,1110
39662,47766,530
39663,37874,1060
39664,53101,790
39665,39964,370
39666,52821,4070
39667,39506,4600
39668,40592,280
39669,38608,2040
39701,39608,4720
39702,41704,9140
39705,63121,5970
39730,38344,4490
39735,42131,1600
39736,29104,230
39739,31719,1140
39740,57134,2230
39741,38322,590
39743,31380,870
39744,42329,2110
39745,56445,310
39746,49475,1300
39747,37622,720
39750,39998,1190
39751,44292,520
39752,44978,960
39755,34750,420
39756,27921,870
39759,52483,15470
39760,75201,510
39762,58664,310
39766,45268,1110
39767,38064,280
39769,47118,750
39772,32795,670
39773,42045,6610
39776,36413,650
63005,241609,8720
63010,53194,17770
63011,90452,18070
63012,59335,4920
63013,55545,790
63014,44113,370
63015,49238,1040
63016,52075,3760
63017,139900,20380
63019,46930,2060
63020,46057,9080
63021,87977,28130
63023,51456,2150
63025,101106,7140
63026,70404,21570
63028,57318,12440
63030,46133,120
63031,46379,23280
63033,41765,21400
63034,64108,9470
63036,44922,440
63037,43394,1460
63038,156180,3290
63039,51902,410
63040,101920,4240
63041,48141,240
63042,40628,9910
63043,57532,11710
63044,54310,5480
63048,58402,1740
63049,61841,8470
63050,57286,7370
63051,51860,6400
63052,61044,13290
63055,74998,1190
63056,52455,920
63060,47323,1000
63061,42260,100
63068,57841,2320
63069,68116,7100
63070,47820,3300
63071,37372,440
63072,51494,1530
63073,407805,360
63074,35110,7570
63077,42007,5290
63080,46015,6070
63084,49037,8630
63087,51090,400
63088,58236,4280
63089,54004,2790
63090,63646,11330
63091,46311,630
63101,119703,2020
63102,61434,890
63103,46296,3510
63104,61587,9210
63105,447335,7350
63106,21303,3690
63107,24129,3840
63108,107397,8720
63109,59908,14830
63110,56471,8530
63111,29344,8140
63112,46661,7760
63113,23628,4740
63114,35956,17350
63115,24500,7380
63116,40914,21210
63117,125372,5090
63118,34595,11030
63119,103922,16800
63120,21446,3310
63121,33123,11350
63122,124412,20150
63123,53029,27040
63124,428900,5230
63125,42498,16550
63126,69619,8310
63127,157829,2790
63128,83722,15640
63129,70754,27970
63130,87236,13710
63131,309239,8700
63132,83237,7090
63133,21793,3100
63134,28307,5940
63135,35234,9570
63136,27311,20340
63137,30615,8670
63138,34226,8830
63139,50933,12430
63140,18133,150
63141,187111,10440
63143,48300,4920
63144,86209,5040
63146,82287,15950
63147,27621,4310
63301,61085,24020
63303,73199,24200
63304,87985,20710
63332,85574,700
63333,43050,300
63334,45060,2870
63336,50497,480
63339,41675,410
63341,106852,1870
63343,46373,1880
63344,68305,720
63345,44156,160
63347,45073,1320
63348,77900,4120
63349,50693,860
63350,46930,230
63351,49642,800
63352,41587,490
63353,41378,2070
63357,61421,2700
63359,46281,580
63361,45118,2000
63362,51555,3460
63363,42451,680
63366,64503,25150
63367,89596,11710
63368,79444,21190
63369,58379,1200
63373,52787,330
63376,63362,38810
63377,55930,1060
63379,55498,11630
63381,42985,210
63382,40868,1520
63383,49941,7100
63384,39562,720
63385,73828,19800
63386,58113,230
63388,44356,320
63389,50601,3040
63390,55867,4870
63401,48632,9540
63430,44575,240
63431,41207,140
63432,36327,180
63434,37512,250
63435,47056,1500
63436,44174,540
63437,41756,620
63438,41538,180
63440,47887,570
63441,48253,490
63443,40617,170
63445,47063,1550
63446,37472,220
63447,32976,460
63448,42621,700
63451,52125,120
63452,45338,520
63453,37644,180
63454,48885,420
63456,49161,1930
63457,50566,120
63459,52958,1800
63460,47691,120
63461,50916,2650
63462,53240,690
63463,42475,290
63465,39570,200
63468,42384,1220
63469,46275,520
63471,53203,260
63472,32245,200
63473,40500,140
63474,37042,210
63501,47628,7630
63530,40707,400
63531,38690,200
63532,34879,590
63533,37306,330
63534,46975,320
63536,30900,350
63537,37334,750
63538,33770,100
63541,36933,150
63543,33876,130
63544,39306,300
63545,44987,390
63546,43247,670
63547,31758,170
63548,37985,550
63549,42899,1010
63551,32661,130
63552,45309,3730
63555,45507,1380
63556,39383,1480
63557,33054,110
63558,39370,300
63559,34433,570
63561,34456,500
63563,36627,220
63565,41640,1590
63601,37200,6530
63620,33525,520
63621,40044,470
63622,37374,350
63623,39368,290
63624,36319,1280
63625,39050,140
63626,43423,380
63627,51839,1320
63628,45921,5730
63629,35297,450
63630,34164,1560
63631,43765,290
63633,26652,210
63636,35870,200
63637,38226,460
63638,38713,1100
63640,52568,10910
63645,42084,4680
63648,35676,560
63650,39806,1600
63653,30437,370
63654,38752,250
63655,36524,540
63656,34938,210
63660,32758,1120
63662,40298,500
63663,29554,350
63664,38307,3250
63670,52350,5310
63673,45993,980
63701,66643,15570
63703,37349,3350
63730,47187,1390
63732,49041,410
63735,38567,310
63736,53387,1380
63739,53818,220
63740,43648,2080
63744,35280,200
63747,54984,190
63748,52155,450
63751,34430,520
63755,58596,12010
63758,61412,240
63760,50189,280
63764,40065,2210
63766,48818,580
63767,35450,220
63769,53595,670
63771,46149,1190
63775,47007,7840
63780,46935,2820
63781,44586,500
63784,31550,100
63785,51845,400
63787,35312,250
63801,52609,9990
63821,33353,260
63822,39923,1120
63823,38408,480
63825,43642,1680
63827,42505,180
63828,26309,110
63829,33930,360
63830,41847,2400
63834,45302,2140
63837,31323,510
63839,52015,190
63841,49054,5590
63845,42101,2130
63846,43935,560
63848,42222,440
63851,32871,1440
63852,36193,490
63855,42855,380
63857,42818,4540
63862,31351,540
63863,36367,2160
63866,34987,160
63867,38339,410
63868,26460,200
63869,43491,1430
63870,33836,330
63873,44333,1870
63874,40362,160
63876,44534,750
63877,47230,1250
63879,39064,250
63882,23726,150
63901,44535,13430
63932,35851,470
63933,38220,1290
63935,35883,3470
63936,124381,270
63937,37544,1090
63939,35290,550
63940,33909,520
63941,30285,140
63942,33310,190
63943,34189,280
63944,34412,560
63945,40770,500
63951,25872,110
63952,36210,100
63953,34490,600
63954,31846,390
63955,34425,120
63956,34808,350
63957,33966,2060
63960,39239,1150
63961,39280,570
63964,34529,240
63965,37316,1120
63966,34157,910
63967,43654,750
64001,47800,310
64011,58019,1490
64012,64935,12800
64014,58253,12340
64015,62251,15530
64016,53852,2120
64017,47936,190
64018,78641,410
64019,50384,1050
64020,46266,1600
64021,42382,290
64024,49342,7200
64029,68221,8360
64030,38701,12010
64034,89019,3890
64035,49819,410
64036,32558,120
64037,50326,2670
64040,48868,2810
64048,69177,2030
64050,35783,9540
64052,36489,9760
64053,29651,2290
64054,35044,1700
64055,46867,18050
64056,46158,7540
64057,57421,7010
64058,50612,3050
64060,83827,6910
64061,59488,1540
64062,56832,2850
64063,57458,10480
64064,102887,8920
64067,46899,2420
64068,70222,16890
64070,71005,1670
64071,46962,350
64074,58743,320
64075,55440,5540
64076,51278,4250
64077,51384,790
64078,63243,4390
64079,76925,6610
64080,63274,6300
64081,84808,11730
64082,90598,7390
64083,67904,11030
64084,50661,670
64085,49139,4000
64086,79460,11090
64088,55657,610
64089,74752,6220
64093,50507,10880
64096,51075,450
64097,47847,610
64098,69458,1360
64105,60587,3410
64106,50621,3520
64108,79238,4390
64109,39334,4500
64110,45855,6930
64111,57167,9430
64112,188652,4840
64113,184078,5930
64114,63465,13170
64116,57275,9120
64117,38915,6960
64118,47915,20960
64119,59373,15170
64120,30768,160
64123,29738,3990
64124,27190,4410
64125,26673,640
64126,25519,2080
64127,26283,6100
64128,24581,4440
64129,32836,3980
64130,26650,8780
64131,46664,10390
64132,26518,5660
64133,44816,16970
64134,34308,9780
64136,45098,970
64137,40263,4720
64138,41509,12320
64139,82954,870
64145,98059,2640
64146,57630,760
64147,13660,150
64149,80994,190
64150,61155,1660
64151,67801,13320
64152,107763,13450
64153,68584,2810
64154,77117,5510
64155,69929,12260
64156,80464,2850
64157,99323,8690
64158,68635,2800
64161,45225,200
64163,40339,460
64164,95800,120
64165,76758,120
64166,77378,140
64167,103306,160
64401,65392,680
64402,42982,1020
64421,43753,410
64422,42880,150
64423,52940,320
64424,39398,1880
64426,30792,140
64427,47140,250
64428,42536,380
64429,48321,4350
64430,51057,350
64431,39606,160
64434,46400,230
64436,62710,370
64437,41114,280
64439,57413,810
64440,56609,330
64442,33627,330
64443,55284,530
64444,63587,630
64445,42027,110
64446,52008,480
64448,67372,500
64449,41261,210
64451,42022,180
64454,59806,1110
64455,51158,170
64456,38942,610
64457,46307,130
64459,60972,250
64461,43271,350
64463,44550,650
64465,52430,1970
64466,39208,240
64468,50996,5330
64469,45602,930
64470,54536,690
64471,32420,200
64473,54444,630
64474,42577,400
64475,43281,160
64476,46912,160
64477,61336,1550
64479,43208,360
64480,50828,140
64481,34467,400
64482,57115,900
64483,49689,290
64484,46634,470
64485,53055,3780
64486,34594,170
64487,38754,310
64489,51393,830
64490,52511,980
64491,48685,830
64492,70203,840
64493,51014,270
64494,46415,450
64497,40584,250
64498,51518,160
64501,32147,4700
64503,41654,5710
64504,40275,4770
64505,61017,6170
64506,64657,10080
64507,47818,6030
64601,49085,4990
64620,48533,210
64622,40238,260
64623,35632,250
64624,42171,640
64625,36619,260
64628,42572,2480
64630,37304,230
64631,41600,360
64632,35821,280
64633,46903,2260
64635,41100,230
64636,35890,100
64637,42292,260
64638,39362,240
64640,48205,1350
64641,40672,220
64642,40738,340
64643,41848,430
64644,44251,1290
64645,42320,100
64646,40281,110
64647,34153,130
64648,39612,710
64649,48508,350
64650,44266,270
64651,38292,250
64652,37194,170
64653,37455,290
64657,42357,140
64658,47305,1390
64659,48645,400
64660,59195,210
64661,41981,320
64664,45230,130
64667,34315,130
64668,53490,610
64670,41229,410
64671,54605,870
64672,36036,110
64673,43663,960
64674,40321,190
64679,37540,270
64682,47477,180
64683,44094,3410
64686,37430,100
64688,38362,240
64689,34233,270
64701,51877,6730
64720,46890,1720
64722,42077,180
64723,43476,250
64724,41758,730
64725,52430,1050
64726,45388,170
64728,41461,210
64730,46134,2920
64733,46637,430
64734,68382,920
64735,48188,5700
64738,37323,430
64739,49822,450
64740,38191,740
64741,44809,110
64742,58534,990
64743,42125,160
64744,37825,2980
64746,55143,660
64747,51266,1680
64748,38155,560
64750,36100,150
64752,41753,300
64755,48037,1060
64756,31860,230
64759,42880,3330
64761,42942,570
64762,42807,630
64763,33798,540
64767,39606,330
64769,34914,210
64770,40965,440
64771,41516,240
64772,42708,5380
64776,39550,1400
64778,48990,210
64779,41947,840
64780,39821,230
64783,33567,280
64784,39249,570
64788,45237,580
64790,39340,350
64801,45165,14210
64804,59798,15280
64830,43080,260
64831,41286,2330
64832,43522,310
64834,59015,4180
64835,32701,780
64836,54406,10040
64840,45904,1240
64841,33923,470
64842,32412,320
64843,37016,1210
64844,36862,1690
64847,26083,120
64848,42300,270
64850,43629,9950
64854,33509,1970
64855,53013,1220
64856,43458,1530
64857,33023,170
64858,69590,100
64859,39001,510
64861,35331,470
64862,39108,1340
64863,36050,650
64865,44441,2360
64866,38273,490
64867,39376,470
64870,49631,6600
64873,39480,400
64874,35518,320
65001,42470,170
65010,62912,2980
65011,38743,880
65013,41194,1400
65014,37542,950
65016,55076,600
65017,30841,620
65018,45242,3560
65020,49899,6580
65023,59188,900
65024,39929,470
65025,41346,300
65026,37787,4820
65032,51711,760
65034,41250,240
65035,51418,820
65037,47313,1930
65039,75037,1090
65040,50690,600
65041,49243,2550
65043,50782,4840
65046,47590,530
65047,38827,550
65049,67187,3560
65050,40404,230
65051,45869,2060
65052,50012,1480
65053,118184,700
65054,58504,420
65058,48100,460
65059,48591,480
65061,39039,280
65063,51596,1650
65064,41031,220
65065,60072,3450
65066,42803,2960
65067,41061,180
65068,49996,300
65069,46371,320
65072,47664,710
65074,48074,1370
65075,63835,370
65076,55534,320
65077,45609,210
65078,35365,1440
65079,66979,2010
65080,57888,450
65081,46496,1280
65082,38613,430
65083,32500,160
65084,38186,2740
65085,58628,640
65101,56310,12740
65109,61920,19030
65201,67239,15160
65202,44956,22430
65203,80756,26800
65230,43713,290
65231,48177,1450
65232,40184,130
65233,46796,4880
65236,41948,560
65237,41855,400
65239,49001,610
65240,50921,3610
65243,46797,970
65244,50538,180
65247,46544,250
65248,46542,1900
65250,44711,260
65251,46715,8940
65254,47215,800
65255,55697,1920
65256,56300,940
65257,40434,670
65258,45023,210
65259,43487,1240
65260,42796,270
65261,43114,480
65262,50334,380
65263,40691,780
65264,51948,390
65265,44859,6820
65270,48000,6820
65274,45666,720
65275,46264,1070
65276,43698,710
65279,80096,890
65281,50456,1270
65283,45816,180
65284,52274,1020
65285,48296,290
65287,52166,150
65301,44614,14610
65305,35512,1290
65321,50980,200
65322,45430,260
65323,42219,360
65324,44840,540
65325,43208,1320
65326,38581,690
65327,46770,100
65329,43815,190
65330,38275,200
65332,43905,690
65333,42637,320
65334,43727,400
65335,39461,130
65336,46753,2670
65337,39776,820
65338,41152,1230
65339,44076,250
65340,45771,6490
65344,44561,130
65345,40977,180
65347,43800,260
65348,43845,550
65349,39174,1030
65350,43882,780
65351,42854,1000
65354,38320,240
65355,39736,4330
65360,38930,1790
65401,51334,11540
65438,32842,1010
65440,45741,170
65441,41625,2180
65444,38277,360
65446,31976,170
65449,36807,140
65452,41832,1250
65453,46202,3520
65456,38152,170
65457,38800,120
65459,42987,3080
65462,38725,600
65463,34405,370
65464,37980,150
65466,35692,660
65470,38007,410
65473,42363,2310
65479,30538,130
65483,39399,1890
65486,37349,1350
65534,39125,470
65535,40728,660
65536,41811,12180
65542,37599,1880
65543,35323,130
65548,36313,2140
65550,42970,1070
65552,48135,730
65555,32681,380
65556,42122,2240
65557,42400,110
65559,45114,3700
65560,40430,5400
65565,37245,2210
65566,44380,300
65567,37475,450
65570,37833,180
65571,38817,800
65580,42200,350
65582,44436,990
65583,48775,5270
65584,45144,4020
65588,30672,900
65590,36070,550
65591,34881,580
65601,39359,320
65604,45675,1580
65605,40175,4830
65606,33832,1210
65608,35936,3530
65609,36625,280
65610,51328,2170
65611,51130,920
65612,48609,610
65613,47342,6800
65614,38838,210
65616,43605,12240
65617,46316,720
65619,61375,3740
65620,36840,200
65622,40223,3310
65624,45391,720
65625,41956,3430
65626,37070,600
65627,39944,180
65629,36626,260
65630,99172,220
65631,54194,2180
65632,38511,1170
65633,40775,1630
65634,30859,270
65635,40236,250
65637,34708,360
65638,34182,170
65640,38658,310
65641,41450,440
65644,42536,1060
65646,41360,800
65647,33027,840
65648,52333,2460
65649,39284,650
65650,34782,470
65652,45118,1410
65653,37160,2530
65655,41922,1140
65656,41535,1940
65658,47331,450
65661,37896,930
65662,33428,450
65663,42557,830
65667,34075,1070
65668,38088,610
65669,48071,1090
65672,42872,3230
65674,31935,880
65676,32214,140
65679,35861,1070
65680,31600,470
65681,58779,940
65682,44019,780
65685,37096,320
65686,53242,2150
65689,40171,1750
65690,32233,120
65692,37751,470
65702,37680,150
65704,37176,1460
65705,38190,1600
65706,46840,6340
65707,42898,900
65708,55574,5390
65710,42056,500
65711,38362,3430
65712,49955,3280
65713,38830,940
65714,62637,14670
65717,38829,880
65720,37273,260
65721,61624,13600
65722,35288,770
65723,41560,1500
65724,34316,550
65725,47658,1020
65729,40550,100
65731,32727,110
65732,34548,330
65733,37463,190
65734,39973,1300
65737,49319,3660
65738,54102,8380
65739,46091,690
65740,28475,1420
65742,73578,5280
65745,38350,960
65746,37212,2730
65747,49639,1470
65752,46942,190
65753,45027,1850
65754,45567,400
65755,34905,200
65756,35503,260
65757,71019,3260
65759,31427,480
65760,33285,270
65761,36620,430
65762,34988,170
65764,30042,500
65767,46722,800
65768,35957,140
65769,39494,1250
65770,48756,1280
65771,57940,570
65772,39506,810
65773,33320,200
65774,32894,360
65775,46948,9480
65777,29366,120
65778,34394,190
65779,34915,760
65781,54241,3790
65785,40798,2100
65786,33930,800
65787,61869,660
65788,31194,180
65789,39140,720
65790,35716,300
65791,38361,1580
65793,37999,2260
65802,41268,18380
65803,39779,17710
65804,64733,18920
65806,26418,3480
65807,39443,25150
65809,162389,5320
65810,76310,10560
59001,66728,700
59003,38987,470
59006,44086,370
59008,41825,160
59011,55186,1500
59014,48935,640
59015,41118,220
59016,36182,280
59018,54566,300
59019,63562,1940
59022,31137,980
59024,49262,160
59027,48992,540
59028,60462,160
59029,41446,320
59030,52846,710
59031,41723,130
59032,35700,220
59034,47028,1880
59035,44333,120
59036,42085,670
59037,64850,890
59038,50650,280
59041,60789,930
59043,34797,910
59044,58720,5700
59046,52736,220
59047,56054,6390
59050,34737,620
59053,39281,110
